Make,AccidentArea,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,BasePolicy,daysDiff
Mazda,Urban,Male,Single,41,Policy Holder,Sport,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,Liability,40.0
Pontiac,Urban,Male,Married,64,Policy Holder,Sport,"less than 20,000",400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,Liability,9.0
Pontiac,Urban,Male,Married,52,Third Party,Sedan,"less than 20,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,4.0
Pontiac,Urban,Male,Single,35,Policy Holder,Sport,"30,000 to 39,000",400,2,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Pontiac,Urban,Female,Single,35,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,Liability,4.0
Toyota,Urban,Male,Married,34,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,All Perils,0.0
Mazda,Urban,Male,Married,44,Policy Holder,Sport,"30,000 to 39,000",400,1,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Pontiac,Urban,Female,Single,38,Policy Holder,Sport,"20,000 to 29,000",400,3,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Honda,Urban,Male,Married,28,Policy Holder,Sport,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,11.0
Pontiac,Urban,Male,Single,27,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,5 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,29.0
Pontiac,Urban,Male,Single,46,Third Party,Sedan,"more than 69,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,3 to 4,Collision,0.0
Mazda,Urban,Male,Married,33,Third Party,Sedan,"more than 69,000",400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Pontiac,Rural,Male,Single,25,Third Party,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,Collision,3.0
Mazda,Urban,Male,Single,27,Policy Holder,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,Collision,13.0
Pontiac,Urban,Male,Married,49,Policy Holder,Sport,"30,000 to 39,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,7.0
Mazda,Urban,Male,Married,40,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,none,6 years,No,No,External,more than 5,4 to 8 years,2 vehicles,All Perils,11.0
Toyota,Urban,Male,Married,47,Policy Holder,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,1,7 years,Yes,No,External,3 to 5,no change,1 vehicle,Collision,82.0
Mazda,Urban,Male,Married,33,Policy Holder,Sport,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,Liability,13.0
Honda,Urban,Male,Single,36,Policy Holder,Sedan,"30,000 to 39,000",500,2,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,2 to 3 years,1 vehicle,Collision,14.0
Pontiac,Urban,Male,Married,43,Policy Holder,Sport,"20,000 to 29,000",400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,Liability,139.0
Toyota,Urban,Male,Married,47,Policy Holder,Sport,"more than 69,000",400,3,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,5.0
Toyota,Urban,Male,Married,53,Third Party,Sport,"30,000 to 39,000",400,1,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Toyota,Urban,Male,Single,24,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,4 years,No,No,External,more than 5,1 year,1 vehicle,All Perils,9.0
Toyota,Urban,Male,Married,51,Policy Holder,Sport,"less than 20,000",400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Chevrolet,Rural,Male,Married,60,Third Party,Sedan,"30,000 to 39,000",400,4,more than 30,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,0.0
Honda,Urban,Male,Married,47,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,36.0
Pontiac,Urban,Male,Married,51,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Chevrolet,Urban,Male,Single,25,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,Collision,24.0
Pontiac,Urban,Male,Married,55,Policy Holder,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,Collision,103.0
Mazda,Urban,Female,Married,36,Policy Holder,Sedan,"30,000 to 39,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,All Perils,7.0
Honda,Rural,Male,Married,40,Third Party,Sedan,"30,000 to 39,000",700,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,0.0
Toyota,Urban,Female,Married,47,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Liability,14.0
VW,Urban,Female,Single,30,Policy Holder,Sport,"60,000 to 69,000",400,1,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,Liability,45.0
Pontiac,Urban,Female,Married,37,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,All Perils,0.0
Toyota,Urban,Female,Married,26,Third Party,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,All Perils,15.0
Honda,Urban,Male,Married,73,Policy Holder,Sport,"30,000 to 39,000",400,1,more than 30,more than 30,more than 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,Liability,0.0
Toyota,Urban,Male,Married,46,Third Party,Sedan,"less than 20,000",400,2,more than 30,more than 30,none,6 years,No,No,External,none,4 to 8 years,2 vehicles,All Perils,8.0
Pontiac,Urban,Male,Married,50,Policy Holder,Sedan,"less than 20,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,11.0
Toyota,Urban,Male,Married,55,Policy Holder,Sedan,"less than 20,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,20.0
Toyota,Urban,Male,Married,47,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,13.0
Pontiac,Urban,Male,Single,22,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,All Perils,10.0
Pontiac,Urban,Male,Married,44,Policy Holder,Sport,"30,000 to 39,000",400,3,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
VW,Urban,Male,Single,28,Third Party,Sport,"30,000 to 39,000",400,1,more than 30,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Honda,Urban,Male,Single,26,Third Party,Sedan,"more than 69,000",400,3,more than 30,more than 30,more than 4,6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,16.0
Pontiac,Urban,Male,Single,30,Policy Holder,Sport,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,3 years,No,No,External,none,no change,1 vehicle,Liability,3.0
Toyota,Urban,Female,Single,78,Third Party,Sedan,"less than 20,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,8.0
Honda,Urban,Male,Married,37,Third Party,Sedan,"30,000 to 39,000",400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,All Perils,8.0
Ford,Urban,Female,Married,32,Policy Holder,Sedan,"more than 69,000",400,4,more than 30,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,Collision,1.0
Chevrolet,Urban,Female,Divorced,32,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,Collision,7.0
Pontiac,Urban,Male,Married,38,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,All Perils,14.0
Pontiac,Urban,Female,Married,38,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,Collision,50.0
Pontiac,Urban,Male,Married,59,Policy Holder,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,none,6 years,No,No,External,none,no change,3 to 4,Collision,18.0
Saab,Urban,Male,Married,30,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,Collision,10.0
Chevrolet,Urban,Male,Married,55,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,Liability,0.0
Toyota,Urban,Male,Married,38,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,0.0
Chevrolet,Urban,Male,Married,46,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Pontiac,Urban,Male,Single,27,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,2.0
Pontiac,Urban,Female,Married,44,Third Party,Sedan,"30,000 to 39,000",400,4,none,15 to 30,none,7 years,No,No,External,none,4 to 8 years,2 vehicles,Collision,6.0
Accura,Urban,Male,Married,38,Policy Holder,Utility,"more than 69,000",400,3,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,4.0
Toyota,Urban,Male,Single,29,Third Party,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,1.0
Pontiac,Urban,Male,Married,31,Third Party,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,Collision,4.0
Mazda,Urban,Male,Married,28,Policy Holder,Sport,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,Liability,8.0
Honda,Urban,Male,Single,32,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,Liability,1.0
VW,Urban,Male,Single,20,Policy Holder,Sport,"more than 69,000",400,1,more than 30,more than 30,2 to 4,3 years,No,No,External,3 to 5,no change,1 vehicle,Liability,1.0
Toyota,Urban,Male,Single,46,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,7 years,Yes,No,External,3 to 5,no change,1 vehicle,All Perils,37.0
Pontiac,Urban,Male,Married,37,Policy Holder,Sport,"30,000 to 39,000",400,2,more than 30,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,1 vehicle,Liability,9.0
Honda,Urban,Female,Married,43,Policy Holder,Sedan,"40,000 to 59,000",400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,0.0
Honda,Urban,Male,Married,38,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Toyota,Urban,Male,Single,27,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,Collision,16.0
Mazda,Urban,Female,Married,37,Policy Holder,Sport,"20,000 to 29,000",500,1,more than 30,more than 30,none,7 years,No,No,External,more than 5,2 to 3 years,1 vehicle,Liability,0.0
Honda,Urban,Male,Married,46,Policy Holder,Sport,"more than 69,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,17.0
Honda,Urban,Female,Single,19,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,none,2 years,Yes,No,External,none,no change,1 vehicle,Collision,15.0
Pontiac,Rural,Male,Married,32,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,7.0
Honda,Urban,Male,Married,41,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,Collision,1.0
Mazda,Urban,Male,Married,54,Policy Holder,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,Collision,111.0
Honda,Urban,Male,Single,29,Third Party,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,Collision,16.0
Pontiac,Urban,Male,Married,29,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,none,4 years,No,No,External,none,no change,1 vehicle,All Perils,5.0
Toyota,Urban,Male,Married,46,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,Liability,0.0
Mazda,Urban,Male,Married,80,Policy Holder,Sport,"more than 69,000",400,4,more than 30,more than 30,1,more than 7,No,No,External,none,4 to 8 years,2 vehicles,Liability,0.0
Chevrolet,Urban,Male,Single,55,Policy Holder,Sport,"more than 69,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Honda,Urban,Male,Single,45,Third Party,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,All Perils,1.0
Pontiac,Urban,Male,Married,48,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,Liability,5.0
Accura,Urban,Male,Married,46,Third Party,Sedan,"30,000 to 39,000",400,2,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,All Perils,6.0
Pontiac,Urban,Male,Married,26,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,9.0
VW,Rural,Male,Single,26,Third Party,Sport,"40,000 to 59,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Pontiac,Urban,Male,Married,46,Third Party,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,Collision,7.0
Honda,Rural,Male,Married,36,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Honda,Rural,Male,Single,17,Policy Holder,Sport,"more than 69,000",400,1,more than 30,more than 30,none,new,No,No,External,none,no change,1 vehicle,Liability,0.0
Pontiac,Urban,Male,Married,33,Policy Holder,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,Collision,9.0
Saab,Urban,Male,Married,57,Third Party,Sedan,"more than 69,000",400,3,more than 30,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,Collision,2.0
Ford,Urban,Male,Married,79,Policy Holder,Sedan,"40,000 to 59,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,All Perils,0.0
Chevrolet,Urban,Male,Married,43,Policy Holder,Sedan,"more than 69,000",400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,All Perils,11.0
Toyota,Urban,Male,Married,33,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,3 to 4,Collision,0.0
Mazda,Urban,Male,Single,23,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,Liability,2.0
Pontiac,Urban,Male,Married,30,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,Collision,18.0
Honda,Urban,Male,Married,38,Policy Holder,Sport,"30,000 to 39,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Pontiac,Urban,Male,Married,56,Third Party,Sedan,"30,000 to 39,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,All Perils,1.0
Mazda,Urban,Male,Single,21,Third Party,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,1,5 years,No,No,External,3 to 5,no change,1 vehicle,Collision,4.0
Mazda,Urban,Male,Married,42,Policy Holder,Sport,"30,000 to 39,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,Liability,0.0
Toyota,Urban,Male,Married,34,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,none,5 years,No,No,External,3 to 5,4 to 8 years,2 vehicles,Collision,0.0
Chevrolet,Urban,Male,Married,44,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,1.0
Chevrolet,Urban,Male,Single,34,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Mazda,Urban,Male,Single,30,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,Collision,3.0
Pontiac,Urban,Male,Married,47,Policy Holder,Sedan,"more than 69,000",400,4,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,Collision,0.0
Mazda,Urban,Male,Single,34,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,Liability,7.0
Toyota,Rural,Male,Single,34,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,Collision,1.0
Ford,Urban,Male,Married,49,Policy Holder,Utility,"more than 69,000",400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,All Perils,1.0
